id,name,table_bookings,online_ordering,location,rating,votes,phone,restaurant_type,restaurant_operation,popular_dishes,cuisines_offered,primary_cuisine,
32842,Tim Tai,Yes,Yes,Tribeca,4.4 /5,3675," 7204198888,  9110635136",,Delivery,7,7,Chinese,1
9688,Ruchi's Foodies Blast,No,No,Lower Manhattan,NEW,0,8951004953,Takeaway,Delivery,1,2,Chinese,0
33556,NY8LIFE,No,No,Lower Manhattan,3.2 /5,4," 9036060002,  9036060004",Delivery,Delivery,1,3,American,0
20072,Hang10 Resto N Cafe,Yes,No,Lower Manhattan,3.8/5,100," 7353222277,  7353444477",Cafe,Delivery,5,3,Snacks,1
3953,Soup'ermanz Kitchen,Yes,No,East Village,4.1/5,433," 7795076877,  7259725921",Cafe,Delivery,7,3,Snacks,1
45032,Cafe Coffee Day,Yes,No,Greenwich,3.7 /5,72,9071381494,Cafe,Delivery,2,2,Snacks,1
11239,Eagle Bar & Restaurant,No,No,Midtown,,0,9845166007,,Dine-out,1,2,American,1
37232,Indori Chatorey,Yes,No,Lower Manhattan,2.8 /5,137,8050765508,Quick Bites,Dine-out,6,2,American,0
19293,Jimi's Beer Cafe,No,Yes,Greenwich,3.9/5,815," 8892607344, 080 25203879",Bar,Drinks & nightlife,7,3,American,1
32752,Grillopia,Yes,No,Lower Manhattan,3.9 /5,97," 7042445999,  7042067999",Quick Bites,Delivery,3,6,Italian,1
16139,Perk Central,No,No,East Village,3.3/5,5,8042105050,Casual Dining,Delivery,1,1,American,1
17239,The Munch Box,No,No,East Village,NEW,0,7259783876,Quick Bites,Dine-out,1,2,American,0
9220,Darshan Paradise Restaurant,Yes,No,Lower Manhattan,NEW,0," 9880414009,  8095414009",Quick Bites,Delivery,1,2,American,0
34472,Donne Biriyani House,Yes,No,East Village,3.8 /5,278,"080 68888355
 9620992555",Quick Bites,Dine-out,7,1,Italian,0
2908,The Trundle,Yes,No,Chelsea,3.7/5,133,9986520008,Casual Dining,Delivery,7,4,Chinese,1
21367,Nouvelle Garden,No,No,Midtown,3.7 /5,203," 9900022134,  9900022136",Casual Dining,Dine-out,7,3,American,1
32214,Dhuaan,No,No,Tribeca,4.3 /5,139,7406434444,Cafe,Cafes,6,2,Snacks,1
18846,H3O,No,No,Greenwich,3.1/5,11,"080 25288881,  9880553623",Bar,Dine-out,1,2,American,1
32096,Invitation Bar & Restaurant,No,No,Lower Manhattan,3.0 /5,15,9886055270,Bar,Pubs and bars,1,1,American,1
30074,Vyanjan,Yes,No,Lower Manhattan,3.9 /5,203,9916937446,Quick Bites,Delivery,7,2,American,0
23247,Jaganath Restaurant And Hotel,No,No,Midtown,3.2/5,8," 8197357084,  8748968277",Quick Bites,Dine-out,1,1,American,0
34558,Multi Kitchen,No,No,Lower Manhattan,,0,9741525305,Quick Bites,Dine-out,1,2,American,0
2816,Nandhanus Rasoi,Yes,No,Chelsea,3.4/5,9,9632490428,Quick Bites,Delivery,1,3,Chinese,0
27786,Samosa Singh,Yes,No,East Village,,0,080 43334333,Quick Bites,Delivery,1,2,American,0
49010,Napoli Italian Bistro,Yes,Yes,East Village,4.1 /5,1073,"080 22580999
 9343011648",Casual Dining,Delivery,7,4,Italian,1
33249,Adithya Family Restaurant,No,No,Lower Manhattan,3.7 /5,27,9845284661,Quick Bites,Delivery,1,1,Mexican,0
33349,Wild Thyme Restaurant,No,No,Tribeca,4.4 /5,44," 9742599919,  8025505542",Casual Dining,Delivery,,5,Chinese,1
30211,Tandoori,Yes,No,Tribeca,,0,7353770007,Quick Bites,Delivery,1,2,American,0
20316,New Prashanth Hotel,Yes,No,Chelsea,3.6/5,142,"080 26530150,  8861190190",Casual Dining,Delivery,,4,Mexican,1
50575,Picnik,Yes,No,Chinatown,NEW,0,7829690999,Quick Bites,Delivery,1,3,American,0
44869,Delhi Highway,Yes,Yes,Greenwich,4.4 /5,3429,"080 42111151
 8884042151",Casual Dining,Delivery,7,2,American,1
35324,The Yellow Chilli,Yes,Yes,Chelsea,,584,080 41712345,Casual Dining,Delivery,7,3,American,1
8245,Bong Connections,No,No,Chinatown,NEW,0,7209035062,Quick Bites,Dine-out,1,2,Chinese,0
3022,Mandi,Yes,Yes,Midtown,3.8/5,560,"080 26581432,  9880493432",Casual Dining,Delivery,7,1,American,1
32979,The Monalisa Restaurant,Yes,No,Tribeca,3.3 /5,4," 7795514911,  7022142858",Quick Bites,Delivery,1,1,Chinese,0
23241,The Onyx - The HHI Select Bengaluru,No,No,Midtown,3.3/5,177," 9742281239,  8884404894",Casual Dining,Dine-out,7,3,American,1
21658,Bruncherz,No,No,Lower Manhattan,3.5 /5,15," 9481160720,  9900690335",Quick Bites,Dine-out,1,2,American,0
31202,The Monalisa Restaurant,Yes,No,Tribeca,3.3 /5,4," 7795514911,  7022142858",Quick Bites,Dine-out,1,1,Chinese,0
45806,The Pizza Bakery,Yes,Yes,Greenwich,4.8 /5,1785,080 49652602,Casual Dining,Dine-out,7,3,Italian,1
26574,Cafe Medley,Yes,No,Tribeca,,1063," 8041160865,  9845141475",Cafe,Cafes,7,3,Snacks,1
18191,Paratha Plaza,Yes,No,Greenwich,3.7/5,155,9740258348,,Delivery,7,,American,0
32998,Tandoori,Yes,No,Tribeca,,0,7353770007,Quick Bites,Delivery,,2,American,0
21818,SlimSins Cafe,No,No,Chelsea,4.1/5,710,9535582766,Cafe,Cafes,7,2,Snacks,1
8750,Village Kitchen,Yes,No,East Village,,0,7022704592,Quick Bites,Delivery,1,3,Mexican,0
33935,Chianti,No,Yes,Tribeca,4.7 /5,4870,"080 41132021
080 41132024",Casual Dining,Dine-out,7,1,Italian,1
19637,Bathinda Tandoor,Yes,No,Lower Manhattan,3.7/5,40," 7899987436,  7708528198",Quick Bites,Delivery,1,1,American,0
17291,Just Nachos,No,No,East Village,3.7/5,34,9738777564,Quick Bites,Dine-out,1,1,Mexican,0
10784,Ande Ka Funda,No,No,Lower Manhattan,2.8/5,60,9902666308,Quick Bites,Dine-out,2,3,American,0
41799,Ande Ka Funda,Yes,No,Staten and Ellis Islands,3.3 /5,228,9036527030,Quick Bites,Dine-out,1,3,American,0
28929,Mudpipe Cafe,Yes,Yes,Lower Manhattan,4.5 /5,1879,9631220007,Cafe,Dine-out,7,3,Snacks,1
30708,Five Star New Ambur Burger,No,No,Lower Manhattan,,0," 7892214574,  9738310824",Quick Bites,Delivery,1,4,Italian,0
51563,Get Grilled,No,No,Chinatown,,0,9742323326,Quick Bites,Dine-out,1,3,American,0
10759,Chettinad Food House,No,No,Lower Manhattan,3.1/5,7,9448467130,Quick Bites,Dine-out,1,3,Mexican,0
22988,Mango Greens,No,Yes,Midtown,3.9/5,48," 9880863789, 080 26851030",Casual Dining,Desserts,1,3,American,1
18685,Pasta Street,Yes,Yes,Greenwich,4.5/5,1619,"080 48504242, 080 48501500",Casual Dining,Dine-out,7,3,Italian,1
18009,Little Italy,Yes,Yes,Greenwich,4.3/5,3276,"080 25207171, 080 25207272",Casual Dining,Delivery,7,3,Italian,1
10770,What the Food,No,No,Lower Manhattan,3.6/5,38," 9739019190,  9845040679",Quick Bites,Dine-out,1,3,American,0
29688,Delhi Burger Cafe,Yes,No,Lower Manhattan,3.5 /5,10,9650411375,Quick Bites,Delivery,1,2,American,0
7314,Hyderabad Burger,No,No,Chinatown,,0,9786055096,Quick Bites,Delivery,1,1,Italian,0
29418,Village Donne Burger,Yes,No,Tribeca,3.3 /5,49,9880187342,Quick Bites,Delivery,1,1,Italian,0
21743,Churchill's,Yes,Yes,Midtown,4.1/5,1407," 9035475040,  9845033470",Casual Dining,Drinks & nightlife,7,2,,1
41605,Jashn,Yes,No,Staten and Ellis Islands,3.7 /5,132," 9742284226
080 41491004",Casual Dining,Dine-out,7,1,American,1
46124,Blistering Barnacles,No,Yes,Greenwich,3.9 /5,1224,7349015317,Pub,Pubs and bars,7,4,Chinese,1
11226,Chung Wah Opus,Yes,No,Midtown,3.0 /5,59,"080 65788688
080 65788588",,Dine-out,3,2,Chinese,1
10162,Bullet Burger,Yes,No,Lower Manhattan,3.2/5,9,7349474748,Takeaway,Delivery,1,1,Italian,0
30735,Ruchi's Foodies Blast,No,No,Lower Manhattan,NEW,,8951004953,Takeaway,Delivery,1,2,Chinese,0
30827,Royal's Burger,Yes,No,Lower Manhattan,,0,9980871513,Quick Bites,Delivery,1,1,Italian,0
973,New Mahesh Friends Food Corner,Yes,No,Lower Manhattan,3.2/5,44," 9902419754,  9972913805",Quick Bites,Delivery,1,2,American,0
51110,Petoo,Yes,No,Chinatown,4.0 /5,143,9845008658,Casual Dining,Dine-out,3,3,American,1
21213,Vijayalakshmi Veg,Yes,No,Chelsea,3.9 /5,100,080 49653105,,Dine-out,4,1,Mexican,0
35419,Rajesh Restaurant,Yes,Yes,East Village,3.5 /5,59," 8095457454
 7090207707",Casual Dining,Delivery,2,4,American,1
28976,Perk Bytes,Yes,No,East Village,4.1 /5,134,"080 42023320,  9902913320",Casual Dining,Dine-out,4,1,American,1
21325,Polamma's Mess,Yes,No,Lower Manhattan,4.2 /5,185,9743060222,Mess,Dine-out,7,3,American,0
21591,Healthy Parathawala,Yes,No,Lower Manhattan,,0,8095555240,Quick Bites,Dine-out,1,1,American,0
44726,Pasta Street,Yes,Yes,Greenwich,4.5 /5,1670,"080 48504242
080 48501500",Casual Dining,Buffet,7,3,Italian,1
33502,Sri Sharana Basaveshwara Khanavali,No,No,Lower Manhattan,,0,9743806316,Quick Bites,,1,1,Mexican,0
29277,Urban Spoon Buffet Restaurant,No,Yes,Tribeca,3.5 /5,32," 9900178610,  9900178608",Casual Dining,Buffet,1,2,American,1
10278,Smally's Resto Cafe,Yes,Yes,Tribeca,4.2 /5,1722," 7406772442
 7406772332",Cafe,Desserts,7,5,Snacks,1
7068,Mani's Dum Burger,Yes,No,Staten and Ellis Islands,3.9/5,279,"080 43006111,  9606441695",Casual Dining,Delivery,3,2,Italian,1
17590,Starbucks,No,No,Greenwich,4.2/5,583,8884678529,Cafe,Cafes,7,2,Snacks,1
35514,Tim Tai,Yes,Yes,Tribeca,4.4 /5,3677," 7204198888
 9110635136",,Delivery,7,7,Chinese,1
44917,Seafood Place,Yes,No,Greenwich,4.1 /5,298,"080 25252494
 9847398448",Casual Dining,Delivery,7,5,Chinese,1
41331,New Milestone Restaurant,Yes,No,Staten and Ellis Islands,3.4 /5,6," 9071044443
 8867711998",Casual Dining,Delivery,1,1,American,1
42777,The Teal Door Cafe,Yes,No,Greenwich,4.2 /5,1918,080 49653146,Cafe,Delivery,7,2,Snacks,1
36259,Alechemy,No,No,Lower Manhattan,,0,8971246327,Casual Dining,Delivery,1,1,American,1
29717,Biriyani Zone,Yes,No,East Village,3.9 /5,670," 9980000887,  9980000744",Casual Dining,Delivery,7,4,Italian,1
17082,That Garage Cafe,Yes,No,East Village,3.1/5,102,8197831158,Cafe,Dine-out,5,6,Snacks,1
17531,Southindies,No,Yes,Greenwich,4.1/5,1224,"080 41636363, 080 41636362",Casual Dining,Buffet,7,4,Mexican,1
3964,Chullah Bhatti,Yes,Yes,Staten and Ellis Islands,4.0/5,557,080 49653056,Casual Dining,Delivery,7,2,American,1
41609,Chai Mania,Yes,No,Staten and Ellis Islands,2.8 /5,67,9900566316,Cafe,Dine-out,5,3,Snacks,0
16103,Purani Dilli,No,No,East Village,3.2/5,4," 9845783627,  6360997214",Quick Bites,Delivery,1,2,American,0
3499,Maiyas,Yes,No,Chelsea,4.0/5,1778,9632411352,,Dine-out,7,4,American,0
2469,Hakuna Matata,No,No,Midtown,4.5/5,2781," 9741133866,  9880548165",Casual Dining,Drinks & nightlife,7,4,American,1
17542,Srinathji's,Yes,Yes,Greenwich,3.6/5,592," 8105886845,  9110651171",Casual Dining,Buffet,7,5,Italian,1
22618,Mane Burger,No,No,Midtown,,0,8073028920,Takeaway,Delivery,1,1,Italian,0
16050,Momos Corner,No,No,East Village,3.3/5,6,8887993951,Quick Bites,Delivery,1,1,Chinese,0
50113,Oregano Soul Food,Yes,No,Chinatown,4.0 /5,158,080 49653362,Cafe,Cafes,7,1,Snacks,1
50123,Fashion Knack Cafe,No,No,Chinatown,3.7 /5,18,7024541064,Cafe,Cafes,1,3,Snacks,0
41643,Cafe Coffee Day,Yes,No,Staten and Ellis Islands,2.9 /5,12,18001025093,Cafe,Dine-out,1,2,Snacks,1
10871,Barbeque Nation,No,Yes,Midtown,4.7/5,3852,8064806060,Casual Dining,Dine-out,7,5,American,1
50654,The Farm House Bar n Grill,No,No,Chinatown,3.7 /5,34," 9980121279
 9900240646",Casual Dining,Delivery,1,2,American,1
20661,Dr. Sheesha,No,Yes,Midtown,4.1/5,1453,080 49653341,Cafe,Delivery,7,4,Snacks,1
51535,Udupi Veg Express,No,No,Chinatown,,0,7204077555,Quick Bites,Dine-out,1,3,Mexican,0
45546,Lavonne,No,No,Greenwich,4.4 /5,1132,9740954505,Cafe,Desserts,7,2,Snacks,1
28424,Tim Tai,Yes,Yes,Tribeca,4.4 /5,3674," 7204198888,  9110635136",Casual Dining,Dine-out,7,7,Chinese,1
51477,Tadka Punjabi Restaurant,Yes,No,Chinatown,3.3 /5,9," 6362861415
 7259831412",,Dine-out,1,1,American,0
19587,Namma Brahmin's Sushi,Yes,No,Chelsea,3.7/5,38,8310555879,Quick Bites,Delivery,1,1,Mexican,0
30182,Omleterian,Yes,No,Lower Manhattan,,0,,Quick Bites,Delivery,1,2,American,0
11390,The Little Kitchen,No,No,Chelsea,3.8/5,27,7026222245,Quick Bites,Dine-out,1,2,Chinese,0
33515,Alechemy,No,No,Lower Manhattan,,0,8971246327,Casual Dining,Delivery,1,,American,1
8157,Krishna Bhojan,No,No,Staten and Ellis Islands,,0,9606123181,Quick Bites,Dine-out,1,1,American,0
1341,RBP Greens Garden,Yes,No,Lower Manhattan,2.7/5,48," 8971411691,  9663809382",Casual Dining,Delivery,1,2,American,1
8296,Urban Spoon Buffet Restaurant,No,Yes,Tribeca,3.5/5,32," 9900178610,  9900178608",,Buffet,1,2,American,1
23176,Churchill's,Yes,Yes,Midtown,4.1/5,1405," 9035475040,  9845033470",Casual Dining,Dine-out,,2,American,1
20848,Royal's Burger,Yes,No,Lower Manhattan,,0,9980871513,Quick Bites,Delivery,1,1,Italian,0
31734,Aroma Fine Dine,Yes,Yes,East Village,4.0 /5,126," 9513888632,  9945845334",Casual Dining,Dine-out,4,4,American,1
31098,Noodle Panda,Yes,No,Tribeca,4.3 /5,341,8043029207,Casual Dining,Dine-out,7,7,Chinese,1
23349,Annapurna Benne Dose,Yes,No,Midtown,NEW,0,9945828947,Quick Bites,Dine-out,1,1,Mexican,0
22356,Bottle Breacher,No,Yes,Midtown,4.1/5,1195,9482512009,Casual Dining,Delivery,7,2,Italian,1
4243,Night Diaries,Yes,No,Chinatown,3.1/5,16,9108269485,Quick Bites,Delivery,1,1,American,0
19419,SlimSins Cafe,No,No,Chelsea,4.1/5,710,9535582766,Cafe,Cafes,7,2,Snacks,1
10674,Snack Knack,Yes,No,Lower Manhattan,3.0/5,36," 9535092716,  9880941836",Quick Bites,Dine-out,1,2,American,0
21299,The Coastal Crew by Fujian on 24th,Yes,Yes,Midtown,,1037,"080 26499444,  8951516623",Casual Dining,Dine-out,7,5,Chinese,1
28501,Chung Wah,Yes,No,Tribeca,4.0 /5,314,"080 41607888, 080 41607999",Casual Dining,Dine-out,,4,Chinese,1
22879,Udupi Thadka,No,No,Lower Manhattan,,0,080 43021681,Quick Bites,Delivery,1,3,Mexican,0
35178,Beer Adda,Yes,Yes,Tribeca,4.3 /5,551,"080 41106602
 9902888658",Casual Dining,Delivery,7,3,American,1
41219,Go Gharelu,Yes,No,Staten and Ellis Islands,3.1 /5,67,8095508855,Takeaway,Delivery,1,2,American,0
44842,Paradise,Yes,No,Greenwich,4.0 /5,3268," 9513477571
 9886225506",Casual Dining,Delivery,7,3,Italian,1
17058,Biriyani Zone,Yes,No,East Village,3.9/5,668," 9980000887,  9980000744",Casual Dining,Dine-out,7,4,Italian,1
40992,Desi Bites,Yes,No,Staten and Ellis Islands,3.9 /5,81,8884101122,Quick Bites,Delivery,1,1,American,0
2334,Sambram,No,No,Midtown,,0,"080 26588510,  9741868677",Casual Dining,Dine-out,1,2,Italian,1
1350,New Mogul Empire,Yes,No,Midtown,3.4/5,5,"080 48542046, 00 888034340",Quick Bites,Delivery,1,2,American,0
30519,Tella Tales,Yes,No,Tribeca,4.2 /5,414,8792110657,Cafe,Delivery,7,3,Snacks,1
19893,American Paratha Factory,Yes,No,Lower Manhattan,,24,9108091606,Quick Bites,Delivery,1,1,American,0
18670,Paradise,Yes,No,Greenwich,,3238," 9513477571,  9886225506",Casual Dining,Dine-out,7,3,Italian,1
31919,Rayalaseema Abhiruchulu,No,No,Lower Manhattan,NEW,0,9742044034,Quick Bites,Dine-out,1,3,American,0
45394,J's Cafe,No,No,Greenwich,3.9 /5,155,8904090009,Cafe,Delivery,7,2,Snacks,1
2424,Hungry Buddies,No,No,Lower Manhattan,3.3/5,33," 9606259513,  7619546574",Quick Bites,Dine-out,1,1,American,0
23842,Turquoise,No,No,Midtown,2.8/5,56,080 42456060,Lounge,Drinks & nightlife,1,1,American,1
17662,Food Town,Yes,No,Greenwich,3.2/5,5," 9036963478,  6362545124",Quick Bites,Delivery,1,1,Chinese,0
34029,American Coffee House & Restaurant,No,No,Tribeca,4.2 /5,676,8025522339,Casual Dining,Dine-out,7,3,Mexican,1
21845,Capsicum Family Restaurant,Yes,No,Lower Manhattan,3.8/5,256,080 49652678,Casual Dining,Delivery,1,2,Italian,1
22089,UP Style North American Food,Yes,No,Chelsea,3.6/5,47,9686212479,Takeaway,Delivery,1,1,American,0
41979, Darshini Veg Restaurant,No,No,Staten and Ellis Islands,NEW,0,7829336533,Quick Bites,Dine-out,1,1,Mexican,0
23595,Fusion Theory,Yes,Yes,Chelsea,NEW,0,080 49653171,Casual Dining,Dine-out,7,5,Chinese,1
11198,Urban Spoon Buffet Restaurant,No,Yes,Tribeca,3.5/5,32," 9900178610,  9900178608",Casual Dining,Dine-out,1,2,American,1
12232,Srinidhi Johnson Food Line,Yes,No,Greenwich,3.7/5,129,080 25250408,Quick Bites,Delivery,3,3,Mexican,0
21210,Trendz Corner,No,No,Chelsea,3.6 /5,,"080 22442595,  9845285826",Quick Bites,Dine-out,1,2,Mexican,0
23197,Parkview,No,No,Midtown,4.0/5,130,"080 41509991,  9343078070",Quick Bites,Dine-out,7,3,Mexican,0
23824,Amjad Bhai's Star Hotel - Home Food Only,No,No,Lower Manhattan,NEW,0,9945367360,Quick Bites,Dine-out,1,2,American,0
46109,Perk - Estd 1986 Delhi,Yes,Yes,Greenwich,4.4 /5,1526,"080 48536713
 8884498122",Casual Dining,Pubs and bars,7,3,American,1
31730,B2D Indori Perk,No,No,Lower Manhattan,3.3 /5,4,9691652001,Quick Bites,Dine-out,,1,American,0
23804,The Denny's,No,No,Chelsea,3.7/5,93,"080 26593687, 080 25920389",Casual Dining,Dine-out,2,2,American,1
31900,Fast N Food,No,No,Lower Manhattan,,0,7760938769,Quick Bites,Dine-out,1,3,Chinese,0
21267,Adithya Veg,No,No,Chelsea,3.3 /5,10,,Quick Bites,Dine-out,1,2,Mexican,0
7610,Kaafi Desi,Yes,No,Staten and Ellis Islands,4.1/5,515,9599154965,Quick Bites,Delivery,7,2,American,0
34594,RK Fast Food,No,No,Lower Manhattan,,0,8919293202,Quick Bites,Dine-out,1,2,Mexican,0
41529,Float,Yes,Yes,Staten and Ellis Islands,4.4 /5,3113," 9066887042
 9066887086",Casual Dining,Dine-out,7,2,American,1
10904,Kobe Sizzlers,No,Yes,Tribeca,4.1/5,1786,"080 49589249,  9901299432",Casual Dining,Dine-out,7,4,American,1
35589,Biriyani Mane,Yes,No,Chelsea,3.7 /5,159," 9731889744
080 26581948",Casual Dining,Delivery,3,3,Italian,1
9535,Ayush Reddy Tiffins & Fast Food Center,No,No,Lower Manhattan,,0,7893037059,Quick Bites,Delivery,1,3,Mexican,0
1263,The little Kitchen,Yes,No,Midtown,,0,9113076319,Quick Bites,Delivery,1,2,Chinese,0
21602,Sri Vishnupriya,No,No,Lower Manhattan,3.0 /5,67,9743747785,Quick Bites,Dine-out,2,3,Mexican,0
21819,Fabcafe,No,Yes,Chelsea,3.5/5,11,8050403072,Cafe,Cafes,1,2,Snacks,1
50616,Flavours Radha Hometel,No,Yes,Chinatown,3.5 /5,185,080 49652799,Casual Dining,Delivery,7,4,American,1
3552,Mystique Palate,Yes,No,Chelsea,4.1/5,337," 9663313544,  9916685945",Quick Bites,Dine-out,7,2,Chinese,0
40870,Sultan's Burger,No,No,Staten and Ellis Islands,3.0 /5,10,9513777153,Delivery,Delivery,1,2,Italian,1
19282,Jonah's,Yes,Yes,Greenwich,4.1/5,1827," 7349671712,  7349671711",Casual Dining,Drinks & nightlife,7,4,Italian,1
7917,Sanjha Chulha,Yes,Yes,Staten and Ellis Islands,4.0/5,152," 8861611114,  8861711114",,Dine-out,7,3,American,1
8903,Zero Mile Punjab,Yes,Yes,East Village,4.1/5,1336,9986785586,Casual Dining,Delivery,7,2,American,1
36784,Wild Thyme Restaurant,No,No,Tribeca,4.4 /5,44," 9742599919
 8025505542",Casual Dining,Dine-out,1,5,Chinese,1
36122,Food And You,No,No,Tribeca,3.8 /5,89," 9886360205
 7204347392",Quick Bites,Delivery,7,2,American,0
20127,The Airos,Yes,No,Chelsea,4.1/5,130,7026390001,Cafe,Delivery,7,3,Snacks,1
41738,Delight food,Yes,No,Staten and Ellis Islands,3.1 /5,8,7624863271,Quick Bites,Dine-out,1,2,American,0
16137,Kuch Acha Khate Hain- Love for Food,No,No,East Village,,0," 8095442288,  8005030684",Delivery,Delivery,1,1,American,0
30684,Ambur Biriyani Point,No,No,Lower Manhattan,3.6 /5,26,8792721772,Quick Bites,Delivery,1,1,Italian,0
21934,Fujian Express,Yes,No,Midtown,3.4/5,35,080 43334321,Quick Bites,Delivery,1,2,Chinese,0
2895,Biriyani Mane,Yes,No,Chelsea,3.7/5,158," 9731889744, 080 26581948",Casual Dining,Delivery,3,3,Italian,1
29967,American Coffee House & Restaurant,No,No,Tribeca,4.2 /5,676,8025522339,Casual Dining,Delivery,7,3,Mexican,1
51196,Southern Spice,Yes,No,Chinatown,2.6 /5,382," 8197177775
 8197277775",Casual Dining,Dine-out,7,4,American,1
2846,The Airos,Yes,No,Chelsea,4.1/5,130,7026390001,Cafe,Delivery,7,3,Snacks,1
6802,UBCR,Yes,No,Staten and Ellis Islands,3.6/5,9,9986654478,Cafe,Cafes,1,6,Italian,1
29582,Yum In My Tum,Yes,No,Lower Manhattan,4.2 /5,114,9108084789,Quick Bites,Delivery,7,4,Chinese,0
23830,Hakuna Matata,No,No,Midtown,4.5/5,2800," 9741133866,  9880548165",Casual Dining,Drinks & nightlife,7,4,American,1
51173,Starbucks,No,No,Chinatown,3.9 /5,35,,Cafe,Dine-out,1,2,Snacks,1
10065,Le Rosa Restaurant,No,No,East Village,3.2/5,4," 9206082090,  9961659609",,Delivery,1,3,American,1
17059,Dindigul Time Pass Restaurant,Yes,No,East Village,3.2/5,115," 7795012021,  9686612009",Casual Dining,Dine-out,1,4,Mexican,1
35656,Khan's Burger,Yes,No,Lower Manhattan,3.0 /5,11," 9902261142
080 42121142",Quick Bites,Delivery,1,2,Italian,0
17211,The Mylapore Cafe,Yes,No,East Village,4.1/5,119,080 41472414,Quick Bites,Dine-out,5,2,Mexican,0
40505,The Black Pearl,No,Yes,Staten and Ellis Islands,,7284,080 49653069,Casual Dining,Buffet,7,4,American,1
9695,Mandi,Yes,Yes,Midtown,3.8/5,561,"080 26581432,  9880493432",Casual Dining,Delivery,7,1,American,1
35727,Willys Top Cafe,Yes,No,Chelsea,4.0 /5,310," 7795808555
00 09176703991",Cafe,Delivery,7,3,Snacks,1
19995,Mudpipe Cafe,Yes,Yes,Lower Manhattan,4.5/5,1878,9631220007,Cafe,Delivery,,3,Snacks,1
17265,Special Taste 99 Varieties Nachos,No,No,East Village,,0,9741792035,Food Court,Dine-out,1,2,Mexican,0
9251,Bistro Oui,Yes,Yes,Tribeca,4.1/5,400," 9535007412,  9972815434",Cafe,Delivery,7,4,Snacks,1
21433,B2D Indori Perk,No,No,Lower Manhattan,,4,9691652001,Quick Bites,Dine-out,1,1,American,0
29069,Manhattan Lunch Home,Yes,No,Lower Manhattan,3.6 /5,43,9900603369,Quick Bites,Dine-out,1,3,American,0
10810,South Side,No,No,Lower Manhattan,3.3/5,6,9742792887,Quick Bites,Dine-out,1,2,Mexican,0
37631,Drunkling - Sizzlers and Pub,Yes,Yes,Tribeca,4.4 /5,348," 8660457440
 8025505542",,Pubs and bars,7,6,Chinese,1
27642,Pensiri Cafe,Yes,No,East Village,3.6/5,48,8867456453,Takeaway,Delivery,1,1,American,0
3573,Vasudev Adiga's,No,No,Chelsea,3.8/5,265,"080 22940240, 080 22940235",Quick Bites,Dine-out,7,5,Mexican,0
29158,Food Magic,No,No,East Village,,0,7795403785,Quick Bites,Dine-out,1,2,American,0
21788,Biggies Burger 'n' More,Yes,No,Midtown,4.1/5,206," 9740962288, 080 41145111",Quick Bites,Cafes,7,3,Snacks,1
40539,Chai Mania,Yes,No,Staten and Ellis Islands,2.8 /5,67,9900566316,,Cafes,5,3,Snacks,0
33336,Hunan,No,Yes,Tribeca,4.3 /5,2248,080 25520154,Casual Dining,Delivery,,3,Chinese,1
29823,Appana Restaurant,Yes,No,Lower Manhattan,3.5 /5,12,9591264628,Quick Bites,Delivery,1,1,American,0
10717,Mast Burger,No,No,Lower Manhattan,,0,,Quick Bites,Dine-out,1,1,Italian,0
17276,Kumbakonam Degree Coffee,No,No,East Village,,0,9845199499,Quick Bites,Dine-out,1,1,Mexican,0
44970,Monkey Bar,Yes,No,Greenwich,4.3 /5,,080 49653039,Pub,Delivery,7,4,American,1
31722,New Limra Hotel,No,No,Lower Manhattan,3.4 /5,5,9900597569,,Dine-out,1,3,Mexican,0
18014,Tandoori Taal,Yes,Yes,Greenwich,4.3/5,1788,"080 41266222,  9663231111",Casual Dining,Delivery,7,2,Italian,1
33414,Holige Mane,No,No,Lower Manhattan,-,0,8150852727,Quick Bites,Delivery,1,1,Mexican,0
16127,SS Food Point,No,No,East Village,,0," 9148055554,  9148055553",Quick Bites,Delivery,1,2,Mexican,0
16649,Sichuan,Yes,No,East Village,4.0/5,492," 8151800777,  8152800777",Casual Dining,Delivery,7,3,Chinese,1
41316,Aahar Vihar,Yes,No,Staten and Ellis Islands,4.0 /5,73,6362160502,Quick Bites,Delivery,2,1,American,0
29999,Third Wave Coffee Roasters,Yes,No,East Village,4.1 /5,142," 7349791061,  9986625007",Cafe,Delivery,6,2,Snacks,1
1132,Manchu Cafe,Yes,No,Lower Manhattan,3.8/5,21," 9148854146,  9980047224",Quick Bites,Delivery,1,6,Chinese,0
4132,Homifoo,Yes,No,East Village,3.5/5,11,9206298204,Quick Bites,Delivery,1,1,American,0
21634,Hotel Chiguru,No,No,Midtown,,0,7411176417,Quick Bites,Dine-out,1,2,Mexican,0
51288,Blend - Royal Orchid Suites,No,No,Chinatown,3.4 /5,16,"080 42512345
 9731137788",Casual Dining,Dine-out,1,2,Chinese,1
26621,Here & Now,No,No,East Village,4.6/5,1587,9108790611,Cafe,Cafes,7,4,Snacks,1
22795,Food Times,Yes,No,Midtown,,0," 9611282785,  9945052352",Takeaway,Delivery,1,2,American,0
36245,Sri Sharana Basaveshwara Khanavali,No,No,Lower Manhattan,,0,9743806316,Quick Bites,Delivery,1,1,Mexican,0
819,Vybhava,No,No,Chelsea,3.8/5,39,8026653198,,Dine-out,3,2,Mexican,0
16670,Sri Udupi Park,Yes,No,East Village,4.0/5,64,9632765444,Casual Dining,Delivery,1,4,Mexican,0
